time,location,Y,total_sessions,total_carts,total_checkouts,total_orders_placed
2024-09-28,sinaloa,Mexico,1606,89,21,4
2024-09-28,puebla,Mexico,1778,70,19,5
2024-09-28,querétaro,Mexico,1611,75,20,7
2024-09-28,baja california,Mexico,1620,80,19,1
2024-09-28,chihuahua,Mexico,1573,65,16,3
2024-09-28,sonora,Mexico,1424,64,17,2
2024-09-28,coahuila,Mexico,1562,227,184,6
2024-09-28,tamaulipas,Mexico,1280,58,14,4
2024-09-28,yucatán,Mexico,1479,69,28,3
2024-09-28,quintana roo,Mexico,1658,62,17,4
2024-09-28,michoacán,Mexico,1249,56,27,7
2024-09-28,morelos,Mexico,1120,42,17,2
2024-09-28,tabasco,Mexico,1036,53,12,3
2024-09-28,guerrero,Mexico,421,19,10,2
2024-09-28,chiapas,Mexico,552,26,6,4
2024-09-28,san luis potosí,Mexico,740,26,10,4
2024-09-28,hidalgo,Mexico,591,21,12,3
2024-09-28,oaxaca,Mexico,333,9,4,1
2024-09-28,aguascalientes,Mexico,550,17,9,2
2024-09-28,zacatecas,Mexico,445,23,6,1
2024-09-28,baja california sur,Mexico,400,26,7,0
2024-09-28,durango,Mexico,324,10,1,0
2024-09-28,campeche,Mexico,408,15,6,2
2024-09-28,nayarit,Mexico,247,5,1,0
2024-09-28,colima,Mexico,398,16,5,0
2024-09-28,tlaxcala,Mexico,313,9,5,1
2024-09-29,mexico city,Mexico,16153,936,495,57
2024-09-29,méxico,Mexico,7731,336,205,30
2024-09-29,nuevo león,Mexico,6130,249,47,15
2024-09-29,jalisco,Mexico,6571,277,89,24
2024-09-29,veracruz,Mexico,2272,62,23,5
2024-09-29,guanajuato,Mexico,2241,75,25,7
2024-09-29,sinaloa,Mexico,1683,70,26,7
2024-09-29,puebla,Mexico,1803,74,19,6
2024-09-29,querétaro,Mexico,1770,67,29,13
2024-09-29,baja california,Mexico,1633,78,12,1
2024-09-29,chihuahua,Mexico,1635,67,20,6
2024-09-29,sonora,Mexico,1514,57,11,5
2024-09-29,coahuila,Mexico,1748,239,183,2
2024-09-29,tamaulipas,Mexico,1289,59,11,2
2024-09-29,yucatán,Mexico,1619,78,25,10
2024-09-29,quintana roo,Mexico,1727,65,25,6
2024-09-29,michoacán,Mexico,1329,37,19,3
2024-09-29,morelos,Mexico,1177,56,18,3
2024-09-29,tabasco,Mexico,1181,40,18,3
2024-09-29,guerrero,Mexico,498,18,6,1
2024-09-29,chiapas,Mexico,635,27,8,2
2024-09-29,san luis potosí,Mexico,762,32,11,2
2024-09-29,hidalgo,Mexico,665,29,10,2
2024-09-29,oaxaca,Mexico,307,5,1,1
2024-09-29,aguascalientes,Mexico,606,27,13,6
2024-09-29,zacatecas,Mexico,443,19,7,1
2024-09-29,baja california sur,Mexico,356,20,2,1
2024-09-29,durango,Mexico,348,14,5,0
2024-09-29,campeche,Mexico,498,17,2,1
2024-09-29,nayarit,Mexico,263,6,2,1
2024-09-29,colima,Mexico,352,17,4,0
2024-09-29,tlaxcala,Mexico,345,14,6,0
2024-09-30,mexico city,Mexico,16900,895,547,69
2024-09-30,méxico,Mexico,7733,370,211,33
2024-09-30,nuevo león,Mexico,6355,259,68,20
2024-09-30,jalisco,Mexico,6888,277,123,33
2024-09-30,veracruz,Mexico,2228,88,31,9
2024-09-30,guanajuato,Mexico,2219,85,39,12
2024-09-30,sinaloa,Mexico,1548,85,29,7
2024-09-30,puebla,Mexico,1939,63,26,5
2024-09-30,querétaro,Mexico,1743,66,23,8
2024-09-30,baja california,Mexico,1849,83,22,4
2024-09-30,chihuahua,Mexico,1677,66,22,10
2024-09-30,sonora,Mexico,1551,58,11,2
2024-09-30,coahuila,Mexico,1728,213,190,6
2024-09-30,tamaulipas,Mexico,1295,40,14,2
2024-09-30,yucatán,Mexico,1708,81,35,11
2024-09-30,quintana roo,Mexico,1816,68,23,3
2024-09-30,michoacán,Mexico,1336,51,19,3
2024-09-30,morelos,Mexico,1189,49,9,4
2024-09-30,tabasco,Mexico,1217,53,18,3
2024-09-30,guerrero,Mexico,534,19,12,1
2024-09-30,chiapas,Mexico,634,28,6,1
2024-09-30,san luis potosí,Mexico,762,21,14,1
2024-09-30,hidalgo,Mexico,632,16,4,1
2024-09-30,oaxaca,Mexico,337,16,4,2
2024-09-30,aguascalientes,Mexico,652,25,11,2
2024-09-30,zacatecas,Mexico,456,18,4,0
2024-09-30,baja california sur,Mexico,385,15,5,2
2024-09-30,durango,Mexico,382,10,4,0
2024-09-30,campeche,Mexico,413,18,1,0
2024-09-30,nayarit,Mexico,186,10,3,2
2024-09-30,colima,Mexico,299,15,2,1
2024-09-30,tlaxcala,Mexico,316,11,3,2
2024-10-01,mexico city,Mexico,23218,1161,561,74
2024-10-01,méxico,Mexico,11158,466,244,40
2024-10-01,nuevo león,Mexico,9785,395,120,28
2024-10-01,jalisco,Mexico,9461,354,118,30
2024-10-01,veracruz,Mexico,3217,103,39,6
2024-10-01,guanajuato,Mexico,3463,129,28,11
2024-10-01,sinaloa,Mexico,2593,120,36,11
2024-10-01,puebla,Mexico,2537,91,33,12
2024-10-01,querétaro,Mexico,2492,100,37,14
2024-10-01,baja california,Mexico,2354,93,15,7
2024-10-01,chihuahua,Mexico,2416,87,34,9
2024-10-01,sonora,Mexico,2391,122,30,7
2024-10-01,coahuila,Mexico,2524,287,215,7
2024-10-01,tamaulipas,Mexico,2070,72,12,1
2024-10-01,yucatán,Mexico,2497,107,31,8
2024-10-01,quintana roo,Mexico,2408,107,24,6
2024-10-01,michoacán,Mexico,1900,67,23,5
2024-10-01,morelos,Mexico,1562,62,17,7
2024-10-01,tabasco,Mexico,1678,70,23,5
2024-10-01,guerrero,Mexico,718,22,7,0
2024-10-01,chiapas,Mexico,790,32,7,3
2024-10-01,san luis potosí,Mexico,1091,50,15,4
2024-10-01,hidalgo,Mexico,914,33,13,4
2024-10-01,oaxaca,Mexico,463,16,2,0
2024-10-01,aguascalientes,Mexico,876,36,12,3
2024-10-01,zacatecas,Mexico,639,27,9,2
2024-10-01,baja california sur,Mexico,558,32,5,0
2024-10-01,durango,Mexico,506,20,5,1
2024-10-01,campeche,Mexico,642,30,11,2
2024-10-01,nayarit,Mexico,345,24,6,4
2024-10-01,colima,Mexico,470,19,7,3
2024-10-01,tlaxcala,Mexico,449,15,6,1
2024-10-02,mexico city,Mexico,20480,978,585,74
2024-10-02,méxico,Mexico,9084,366,189,35
2024-10-02,nuevo león,Mexico,7878,301,79,22
2024-10-02,jalisco,Mexico,7826,293,112,32
2024-10-02,veracruz,Mexico,2685,80,27,6
2024-10-02,guanajuato,Mexico,2710,89,34,8
2024-10-02,sinaloa,Mexico,2245,104,24,4
2024-10-02,puebla,Mexico,2301,75,24,4
2024-10-02,querétaro,Mexico,2217,91,34,11
2024-10-02,baja california,Mexico,2185,95,31,1
2024-10-02,chihuahua,Mexico,1946,65,19,9
2024-10-02,sonora,Mexico,2095,91,22,3
2024-10-02,coahuila,Mexico,2090,277,216,6
2024-10-02,tamaulipas,Mexico,1533,57,17,4
2024-10-02,yucatán,Mexico,2226,101,29,11
2024-10-02,quintana roo,Mexico,2013,63,22,5
2024-10-02,michoacán,Mexico,1539,52,23,7
2024-10-02,morelos,Mexico,1230,42,11,2
2024-10-02,tabasco,Mexico,1398,58,16,5
2024-10-02,guerrero,Mexico,603,18,0,0
2024-10-02,chiapas,Mexico,668,26,12,2
2024-10-02,san luis potosí,Mexico,850,39,11,0
2024-10-02,hidalgo,Mexico,667,18,5,0
2024-10-02,oaxaca,Mexico,447,14,5,0
2024-10-02,aguascalientes,Mexico,737,29,8,1
2024-10-02,zacatecas,Mexico,526,14,3,1
2024-10-02,baja california sur,Mexico,434,17,2,0
2024-10-02,durango,Mexico,348,15,6,1
2024-10-02,campeche,Mexico,510,20,7,3
2024-10-02,nayarit,Mexico,297,13,3,0
2024-10-02,colima,Mexico,399,21,8,2
2024-10-02,tlaxcala,Mexico,353,9,5,1
2024-10-03,mexico city,Mexico,17214,819,499,62
2024-10-03,méxico,Mexico,7727,350,200,25
2024-10-03,nuevo león,Mexico,6793,257,73,23
2024-10-03,jalisco,Mexico,6882,223,85,21
2024-10-03,veracruz,Mexico,2404,86,30,7
2024-10-03,guanajuato,Mexico,2404,89,41,15
2024-10-03,sinaloa,Mexico,1921,77,31,10
2024-10-03,puebla,Mexico,2123,69,28,7
2024-10-03,querétaro,Mexico,1797,63,16,7
2024-10-03,baja california,Mexico,1968,81,26,5
2024-10-03,chihuahua,Mexico,1756,61,18,4
2024-10-03,sonora,Mexico,1832,62,22,2
2024-10-03,coahuila,Mexico,1789,265,215,4
2024-10-03,tamaulipas,Mexico,1382,61,14,3
2024-10-03,yucatán,Mexico,1834,67,43,14
2024-10-03,quintana roo,Mexico,1799,67,16,4
2024-10-03,michoacán,Mexico,1345,41,24,3
2024-10-03,morelos,Mexico,1172,44,11,4
2024-10-03,tabasco,Mexico,1184,43,14,4
2024-10-03,guerrero,Mexico,622,26,7,1
2024-10-03,chiapas,Mexico,623,25,8,3
2024-10-03,san luis potosí,Mexico,788,34,11,2
2024-10-03,hidalgo,Mexico,671,20,9,1
2024-10-03,oaxaca,Mexico,437,19,6,3
2024-10-03,aguascalientes,Mexico,649,28,8,2
2024-10-03,zacatecas,Mexico,451,8,1,1
2024-10-03,baja california sur,Mexico,444,17,3,1
2024-10-03,durango,Mexico,317,10,4,0
2024-10-03,campeche,Mexico,411,18,7,1
2024-10-03,nayarit,Mexico,251,12,2,1
2024-10-03,colima,Mexico,326,11,2,0
2024-10-03,tlaxcala,Mexico,326,14,1,1
2024-10-04,mexico city,Mexico,15829,770,449,45
2024-10-04,méxico,Mexico,7482,327,206,27
2024-10-04,nuevo león,Mexico,6097,245,75,17
2024-10-04,jalisco,Mexico,6315,232,75,23
2024-10-04,veracruz,Mexico,2250,90,27,5
2024-10-04,guanajuato,Mexico,2110,74,25,8
2024-10-04,sinaloa,Mexico,1582,63,27,8
2024-10-04,puebla,Mexico,1933,74,19,7
2024-10-04,querétaro,Mexico,1692,50,22,6
2024-10-04,baja california,Mexico,1779,67,18,2
2024-10-04,chihuahua,Mexico,1613,72,23,3
2024-10-04,sonora,Mexico,1660,54,19,5
2024-10-04,coahuila,Mexico,1724,243,205,3
2024-10-04,tamaulipas,Mexico,1228,46,21,4
2024-10-04,yucatán,Mexico,1615,55,17,5
2024-10-04,quintana roo,Mexico,1794,67,13,1
2024-10-04,michoacán,Mexico,1237,47,28,6
2024-10-04,morelos,Mexico,1070,41,9,5
2024-10-04,tabasco,Mexico,1178,47,18,3
2024-10-04,guerrero,Mexico,602,27,6,2
2024-10-04,chiapas,Mexico,596,27,6,2
2024-10-04,san luis potosí,Mexico,759,31,11,3
2024-10-04,hidalgo,Mexico,586,16,11,2
2024-10-04,oaxaca,Mexico,352,12,4,1
2024-10-04,aguascalientes,Mexico,582,15,7,2
2024-10-04,zacatecas,Mexico,434,14,3,2
2024-10-04,baja california sur,Mexico,412,18,5,2
2024-10-04,durango,Mexico,306,13,5,0
2024-10-04,campeche,Mexico,442,20,3,1
2024-10-04,nayarit,Mexico,224,9,3,2
2024-10-04,colima,Mexico,305,18,11,2
2024-10-04,tlaxcala,Mexico,322,11,9,0
2024-10-05,mexico city,Mexico,14714,837,458,64
2024-10-05,méxico,Mexico,7042,345,195,22
2024-10-05,nuevo león,Mexico,6278,251,89,28
2024-10-05,jalisco,Mexico,5974,235,89,24
2024-10-05,veracruz,Mexico,2209,72,29,7
2024-10-05,guanajuato,Mexico,1942,84,25,7
2024-10-05,sinaloa,Mexico,1464,60,28,6
2024-10-05,puebla,Mexico,1734,59,21,4
2024-10-05,querétaro,Mexico,1455,48,20,12
2024-10-05,baja california,Mexico,1564,64,13,0
2024-10-05,chihuahua,Mexico,1541,67,19,1
2024-10-05,sonora,Mexico,1501,62,17,4
2024-10-05,coahuila,Mexico,1632,249,215,2
2024-10-05,tamaulipas,Mexico,1327,57,15,2
2024-10-05,yucatán,Mexico,1479,43,23,8
2024-10-05,quintana roo,Mexico,1596,62,23,6
2024-10-05,michoacán,Mexico,1259,52,22,5
2024-10-05,morelos,Mexico,1028,35,8,1
2024-10-05,tabasco,Mexico,1110,40,20,3
2024-10-05,guerrero,Mexico,575,14,2,0
2024-10-05,chiapas,Mexico,519,18,8,5
2024-10-05,san luis potosí,Mexico,689,34,11,0
2024-10-05,hidalgo,Mexico,625,28,15,4
2024-10-05,oaxaca,Mexico,306,11,3,1
2024-10-05,aguascalientes,Mexico,525,19,6,0
2024-10-05,zacatecas,Mexico,433,15,8,1
2024-10-05,baja california sur,Mexico,354,12,6,2
2024-10-05,durango,Mexico,290,7,2,1
2024-10-05,campeche,Mexico,444,22,7,1
2024-10-05,nayarit,Mexico,217,8,5,4
2024-10-05,colima,Mexico,280,8,1,0
2024-10-05,tlaxcala,Mexico,310,11,10,4
2024-10-06,mexico city,Mexico,15298,813,489,53
2024-10-06,méxico,Mexico,7378,355,193,19
2024-10-06,nuevo león,Mexico,6543,268,92,27
2024-10-06,jalisco,Mexico,6419,255,90,22
2024-10-06,veracruz,Mexico,2320,95,37,8
2024-10-06,guanajuato,Mexico,2245,91,29,4
2024-10-06,sinaloa,Mexico,1788,91,34,9
2024-10-06,puebla,Mexico,1770,77,28,4
2024-10-06,querétaro,Mexico,1733,89,29,8
2024-10-06,baja california,Mexico,1724,82,25,4
2024-10-06,chihuahua,Mexico,1738,82,13,2
2024-10-06,sonora,Mexico,1670,63,19,7
2024-10-06,coahuila,Mexico,1825,258,210,9
2024-10-06,tamaulipas,Mexico,1322,49,12,4
2024-10-06,yucatán,Mexico,1548,51,20,5
2024-10-06,quintana roo,Mexico,1684,59,16,2
2024-10-06,michoacán,Mexico,1338,49,19,3
2024-10-06,morelos,Mexico,1127,42,10,2
2024-10-06,tabasco,Mexico,1182,50,25,2
2024-10-06,guerrero,Mexico,554,18,6,4
2024-10-06,chiapas,Mexico,561,33,6,1
2024-10-06,san luis potosí,Mexico,754,27,10,5
2024-10-06,hidalgo,Mexico,637,25,10,2
2024-10-06,oaxaca,Mexico,373,21,9,4
2024-10-06,aguascalientes,Mexico,574,17,6,2
2024-10-06,zacatecas,Mexico,462,19,4,2
2024-10-06,baja california sur,Mexico,392,20,6,0
2024-10-06,durango,Mexico,362,10,0,0
2024-10-06,campeche,Mexico,491,24,9,3
2024-10-06,nayarit,Mexico,229,4,3,0
2024-10-06,colima,Mexico,327,13,7,4
2024-10-06,tlaxcala,Mexico,371,11,3,0
2024-10-07,mexico city,Mexico,18074,936,477,56
2024-10-07,méxico,Mexico,8284,385,199,28
2024-10-07,nuevo león,Mexico,7545,293,80,18
2024-10-07,jalisco,Mexico,7795,322,102,28
2024-10-07,veracruz,Mexico,2600,93,35,5
2024-10-07,guanajuato,Mexico,2633,86,39,9
2024-10-07,sinaloa,Mexico,2101,92,23,7
2024-10-07,puebla,Mexico,2075,81,26,1
2024-10-07,querétaro,Mexico,2050,80,22,6
2024-10-07,baja california,Mexico,2137,92,29,2
2024-10-07,chihuahua,Mexico,2110,82,19,2
2024-10-07,sonora,Mexico,2089,75,19,3
2024-10-07,coahuila,Mexico,2062,255,214,9
2024-10-07,tamaulipas,Mexico,1507,58,20,6
2024-10-07,yucatán,Mexico,1719,82,22,7
2024-10-07,quintana roo,Mexico,1918,76,13,0
2024-10-07,michoacán,Mexico,1636,53,21,5
2024-10-07,morelos,Mexico,1307,48,12,2
2024-10-07,tabasco,Mexico,1412,56,19,3
2024-10-07,guerrero,Mexico,655,19,6,0
2024-10-07,chiapas,Mexico,642,31,14,2
2024-10-07,san luis potosí,Mexico,888,26,10,2
2024-10-07,hidalgo,Mexico,735,31,8,3
2024-10-07,oaxaca,Mexico,438,19,9,3
2024-10-07,aguascalientes,Mexico,674,31,10,3
2024-10-07,zacatecas,Mexico,509,19,8,3
2024-10-07,baja california sur,Mexico,473,18,4,1
2024-10-07,durango,Mexico,390,12,5,1
2024-10-07,campeche,Mexico,561,19,3,1
2024-10-07,nayarit,Mexico,270,7,1,0
2024-10-07,colima,Mexico,358,14,3,1
2024-10-07,tlaxcala,Mexico,346,14,2,0
2024-10-08,mexico city,Mexico,14508,816,495,60
2024-10-08,méxico,Mexico,6413,318,177,25
2024-10-08,nuevo león,Mexico,6104,240,82,25
2024-10-08,jalisco,Mexico,6140,234,79,26
2024-10-08,veracruz,Mexico,2042,70,27,6
2024-10-08,guanajuato,Mexico,2043,68,19,9
2024-10-08,sinaloa,Mexico,1488,54,24,5
2024-10-08,puebla,Mexico,1769,53,29,9
2024-10-08,querétaro,Mexico,1589,56,20,6
2024-10-08,baja california,Mexico,1804,76,24,5
2024-10-08,chihuahua,Mexico,1666,63,20,5
2024-10-08,sonora,Mexico,1629,60,18,3
2024-10-08,coahuila,Mexico,1629,234,197,5
2024-10-08,tamaulipas,Mexico,1277,47,17,2
2024-10-08,yucatán,Mexico,1822,73,20,9
2024-10-08,quintana roo,Mexico,1755,66,24,3
2024-10-08,michoacán,Mexico,1250,41,20,6
2024-10-08,morelos,Mexico,1007,34,12,2
2024-10-08,tabasco,Mexico,1273,46,19,5
2024-10-08,guerrero,Mexico,547,26,14,1
2024-10-08,chiapas,Mexico,549,24,8,4
2024-10-08,san luis potosí,Mexico,665,25,7,1
2024-10-08,hidalgo,Mexico,539,28,12,2
2024-10-08,oaxaca,Mexico,313,20,6,1
2024-10-08,aguascalientes,Mexico,557,24,4,1
2024-10-08,zacatecas,Mexico,407,15,3,0
2024-10-08,baja california sur,Mexico,368,19,6,0
2024-10-08,durango,Mexico,329,8,5,2
2024-10-08,campeche,Mexico,445,12,5,1
2024-10-08,nayarit,Mexico,231,10,2,1
2024-10-08,colima,Mexico,293,17,11,4
2024-10-08,tlaxcala,Mexico,485,17,3,1
2024-10-09,mexico city,Mexico,14227,768,495,53
2024-10-09,méxico,Mexico,5953,244,130,19
2024-10-09,nuevo león,Mexico,6077,253,75,17
2024-10-09,jalisco,Mexico,6072,208,82,24
2024-10-09,veracruz,Mexico,2155,74,27,8
2024-10-09,guanajuato,Mexico,2184,76,25,6
2024-10-09,sinaloa,Mexico,1736,62,24,4
2024-10-09,puebla,Mexico,1689,39,26,4
2024-10-09,querétaro,Mexico,1454,48,16,3
2024-10-09,baja california,Mexico,1705,52,19,4
2024-10-09,chihuahua,Mexico,1471,41,13,0
2024-10-09,sonora,Mexico,1735,66,13,1
2024-10-09,coahuila,Mexico,1708,275,238,5
2024-10-09,tamaulipas,Mexico,1313,57,14,2
2024-10-09,yucatán,Mexico,1546,54,28,5
2024-10-09,quintana roo,Mexico,1724,62,21,5
2024-10-09,michoacán,Mexico,1357,46,12,2
2024-10-09,morelos,Mexico,985,26,4,0
2024-10-09,tabasco,Mexico,1259,47,14,4
2024-10-09,guerrero,Mexico,570,15,5,0
2024-10-09,chiapas,Mexico,585,28,12,4
2024-10-09,san luis potosí,Mexico,684,28,8,2
2024-10-09,hidalgo,Mexico,620,17,5,0
2024-10-09,oaxaca,Mexico,347,16,1,1
2024-10-09,aguascalientes,Mexico,578,25,6,1
2024-10-09,zacatecas,Mexico,365,14,3,1
2024-10-09,baja california sur,Mexico,366,16,7,1
2024-10-09,durango,Mexico,341,14,6,0
2024-10-09,campeche,Mexico,427,10,1,0
2024-10-09,nayarit,Mexico,202,5,3,1
2024-10-09,colima,Mexico,311,20,14,4
2024-10-09,tlaxcala,Mexico,435,13,8,3
2024-10-10,mexico city,Mexico,19574,916,556,79
2024-10-10,méxico,Mexico,8326,262,91,19
2024-10-10,nuevo león,Mexico,7903,265,77,20
2024-10-10,jalisco,Mexico,8280,256,99,20
2024-10-10,veracruz,Mexico,2768,89,25,7
2024-10-10,guanajuato,Mexico,2760,68,25,6
2024-10-10,sinaloa,Mexico,2196,75,21,3
2024-10-10,puebla,Mexico,2251,52,27,5
2024-10-10,querétaro,Mexico,2184,70,20,9
2024-10-10,baja california,Mexico,2217,83,22,1
2024-10-10,chihuahua,Mexico,1905,76,25,7
2024-10-10,sonora,Mexico,2147,83,14,4
2024-10-10,coahuila,Mexico,2149,327,292,4
2024-10-10,tamaulipas,Mexico,1554,48,10,4
2024-10-10,yucatán,Mexico,1979,65,33,6
2024-10-10,quintana roo,Mexico,2123,82,20,5
2024-10-10,michoacán,Mexico,1828,47,18,4
2024-10-10,morelos,Mexico,1278,43,5,0
2024-10-10,tabasco,Mexico,1396,33,18,4
2024-10-10,guerrero,Mexico,638,20,2,0
2024-10-10,chiapas,Mexico,722,20,10,4
2024-10-10,san luis potosí,Mexico,824,18,8,1
2024-10-10,hidalgo,Mexico,715,28,6,2
2024-10-10,oaxaca,Mexico,439,12,5,1
2024-10-10,aguascalientes,Mexico,688,30,6,1
2024-10-10,zacatecas,Mexico,563,14,6,3
2024-10-10,baja california sur,Mexico,535,20,5,0
2024-10-10,durango,Mexico,450,11,1,0
2024-10-10,campeche,Mexico,495,22,5,2
2024-10-10,nayarit,Mexico,290,12,1,0
2024-10-10,colima,Mexico,392,12,3,0
2024-10-10,tlaxcala,Mexico,494,9,2,0
2024-10-11,mexico city,Mexico,17927,783,469,48
2024-10-11,méxico,Mexico,7584,232,87,24
2024-10-11,nuevo león,Mexico,7352,202,64,11
2024-10-11,jalisco,Mexico,7636,224,72,21
2024-10-11,veracruz,Mexico,2741,79,31,8
2024-10-11,guanajuato,Mexico,2711,89,28,7
2024-10-11,sinaloa,Mexico,2081,63,22,2
2024-10-11,puebla,Mexico,2293,59,21,3
2024-10-11,querétaro,Mexico,2062,63,20,1
2024-10-11,baja california,Mexico,2113,70,21,6
2024-10-11,chihuahua,Mexico,1809,54,15,3
2024-10-11,sonora,Mexico,1903,67,16,1
2024-10-11,coahuila,Mexico,1986,306,277,1
2024-10-11,tamaulipas,Mexico,1569,51,15,3
2024-10-11,yucatán,Mexico,1853,59,18,4
2024-10-11,quintana roo,Mexico,2057,66,22,3
2024-10-11,michoacán,Mexico,1746,46,17,4
2024-10-11,morelos,Mexico,1225,34,14,3
2024-10-11,tabasco,Mexico,1503,43,15,2
2024-10-11,guerrero,Mexico,635,10,6,1
2024-10-11,chiapas,Mexico,699,29,17,3
2024-10-11,san luis potosí,Mexico,808,22,13,3
2024-10-11,hidalgo,Mexico,707,13,3,1
2024-10-11,oaxaca,Mexico,383,10,3,3
2024-10-11,aguascalientes,Mexico,666,25,4,0
2024-10-11,zacatecas,Mexico,522,13,4,0
2024-10-11,baja california sur,Mexico,527,15,3,0
2024-10-11,durango,Mexico,413,10,6,2
2024-10-11,campeche,Mexico,470,12,0,0
2024-10-11,nayarit,Mexico,293,7,1,0
2024-10-11,colima,Mexico,374,12,4,1
2024-10-11,tlaxcala,Mexico,443,12,2,1
2024-10-12,mexico city,Mexico,16448,730,456,52
2024-10-12,méxico,Mexico,7374,219,94,28
2024-10-12,nuevo león,Mexico,6461,199,51,10
2024-10-12,jalisco,Mexico,6879,229,73,27
2024-10-12,veracruz,Mexico,2461,54,35,6
2024-10-12,guanajuato,Mexico,2513,53,25,7
2024-10-12,sinaloa,Mexico,1904,72,27,10
2024-10-12,puebla,Mexico,2046,65,21,6
2024-10-12,querétaro,Mexico,1958,76,17,5
2024-10-12,baja california,Mexico,1869,55,17,1
2024-10-12,chihuahua,Mexico,1726,52,32,10
2024-10-12,sonora,Mexico,1951,50,13,2
2024-10-12,coahuila,Mexico,1850,324,281,5
2024-10-12,tamaulipas,Mexico,1325,30,10,5
2024-10-12,yucatán,Mexico,1744,55,14,4
2024-10-12,quintana roo,Mexico,1859,58,26,5
2024-10-12,michoacán,Mexico,1602,39,13,6
2024-10-12,morelos,Mexico,1193,25,12,0
2024-10-12,tabasco,Mexico,1273,40,23,6
2024-10-12,guerrero,Mexico,584,20,6,1
2024-10-12,chiapas,Mexico,618,17,7,1
2024-10-12,san luis potosí,Mexico,751,27,10,1
2024-10-12,hidalgo,Mexico,717,20,11,2
2024-10-12,oaxaca,Mexico,392,11,5,1
2024-10-12,aguascalientes,Mexico,600,23,1,1
2024-10-12,zacatecas,Mexico,481,11,2,1
2024-10-12,baja california sur,Mexico,401,13,4,0
2024-10-12,durango,Mexico,364,6,4,0
2024-10-12,campeche,Mexico,455,13,6,1
2024-10-12,nayarit,Mexico,249,10,5,2
2024-10-12,colima,Mexico,310,13,6,1
2024-10-12,tlaxcala,Mexico,430,11,4,2
2024-10-13,mexico city,Mexico,16442,747,478,56
2024-10-13,méxico,Mexico,7640,216,91,21
2024-10-13,nuevo león,Mexico,6699,226,69,11
2024-10-13,jalisco,Mexico,6741,236,78,20
2024-10-13,veracruz,Mexico,2454,56,30,4
2024-10-13,guanajuato,Mexico,2563,65,20,4
2024-10-13,sinaloa,Mexico,1898,59,12,3
2024-10-13,puebla,Mexico,1957,48,17,2
2024-10-13,querétaro,Mexico,1853,50,15,3
2024-10-13,baja california,Mexico,1778,57,14,2
2024-10-13,chihuahua,Mexico,1677,49,19,5
2024-10-13,sonora,Mexico,1802,53,17,4
2024-10-13,coahuila,Mexico,1932,323,281,1
2024-10-13,tamaulipas,Mexico,1386,39,10,2
2024-10-13,yucatán,Mexico,1656,47,21,7
2024-10-13,quintana roo,Mexico,1970,61,26,5
2024-10-13,michoacán,Mexico,1598,44,17,2
2024-10-13,morelos,Mexico,1176,30,13,4
2024-10-13,tabasco,Mexico,1356,38,9,3
2024-10-13,guerrero,Mexico,611,25,6,0
2024-10-13,chiapas,Mexico,635,21,9,2
2024-10-13,san luis potosí,Mexico,796,29,8,2
2024-10-13,hidalgo,Mexico,670,15,14,4
2024-10-13,oaxaca,Mexico,376,11,8,2
2024-10-13,aguascalientes,Mexico,624,21,13,4
2024-10-13,zacatecas,Mexico,498,10,3,0
2024-10-13,baja california sur,Mexico,383,5,1,1
2024-10-13,durango,Mexico,400,15,7,1
2024-10-13,campeche,Mexico,445,15,4,1
2024-10-13,nayarit,Mexico,267,11,3,1
2024-10-13,colima,Mexico,343,9,3,1
2024-10-13,tlaxcala,Mexico,403,14,5,1
2024-10-14,mexico city,Mexico,17637,752,439,65
2024-10-14,méxico,Mexico,7796,248,124,36
2024-10-14,nuevo león,Mexico,6902,224,69,17
2024-10-14,jalisco,Mexico,6843,236,70,21
2024-10-14,veracruz,Mexico,2583,72,27,6
2024-10-14,guanajuato,Mexico,2558,74,26,4
2024-10-14,sinaloa,Mexico,1854,64,21,5
2024-10-14,puebla,Mexico,2136,52,31,8
2024-10-14,querétaro,Mexico,2015,55,25,9
2024-10-14,baja california,Mexico,2120,74,28,4
2024-10-14,chihuahua,Mexico,1742,56,22,3
2024-10-14,sonora,Mexico,2155,65,15,3
2024-10-14,coahuila,Mexico,1970,285,247,2
2024-10-14,tamaulipas,Mexico,1357,37,12,0
2024-10-14,yucatán,Mexico,1900,71,19,4
2024-10-14,quintana roo,Mexico,1885,58,22,8
2024-10-14,michoacán,Mexico,1635,45,21,8
2024-10-14,morelos,Mexico,1139,33,17,5
2024-10-14,tabasco,Mexico,1354,51,14,2
2024-10-14,guerrero,Mexico,616,23,4,1
2024-10-14,chiapas,Mexico,664,14,2,0
2024-10-14,san luis potosí,Mexico,849,17,8,1
2024-10-14,hidalgo,Mexico,737,17,11,3
2024-10-14,oaxaca,Mexico,308,9,1,0
2024-10-14,aguascalientes,Mexico,636,17,6,1
2024-10-14,zacatecas,Mexico,499,11,4,0
2024-10-14,baja california sur,Mexico,387,13,4,2
2024-10-14,durango,Mexico,386,8,5,0
2024-10-14,campeche,Mexico,440,12,6,3
2024-10-14,nayarit,Mexico,264,6,1,0
2024-10-14,colima,Mexico,353,18,8,3
2024-10-14,tlaxcala,Mexico,373,9,2,0
2024-10-15,mexico city,Mexico,17268,721,411,65
2024-10-15,méxico,Mexico,7418,250,98,23
2024-10-15,nuevo león,Mexico,6687,238,70,17
