time,location,Y,carts,payment,purchase
2024-11-30,tlaxcala,345,20,11,3
2024-11-30,michoacán,1528,107,52,7
2024-11-30,yucatán,1787,99,50,8
2024-11-30,guerrero,908,52,21,3
2024-11-30,tamaulipas,1604,75,41,7
2024-11-30,san luis potosí,796,37,13,1
2024-11-30,sinaloa,3624,198,85,14
2024-11-30,zacatecas,536,28,16,3
2024-11-30,morelos,1040,50,25,4
2024-11-30,coahuila,1611,106,46,7
2024-11-30,jalisco,7047,478,228,39
2024-11-30,aguascalientes,591,36,17,3
2024-11-30,nuevo león,8212,453,196,31
2024-11-30,chihuahua,2453,126,57,5
2024-11-30,quintana roo,1984,125,64,8
2024-11-30,méxico,5328,322,189,27
2024-11-30,puebla,1538,105,48,8
2024-11-30,hidalgo,716,44,25,7
2024-11-30,querétaro,3263,185,92,7
2024-11-30,oaxaca,643,40,26,9
2024-11-30,nayarit,393,26,15,2
2024-11-30,durango,524,25,10,2
2024-11-30,colima,338,18,7,2
2024-11-30,baja california,2671,162,57,5
2024-11-30,mexico city,19074,1200,569,95
2024-11-30,chiapas,1464,106,62,10
2024-11-30,guanajuato,1999,121,62,12
2024-11-30,veracruz,2999,177,94,12
2024-11-30,campeche,382,30,10,2
2024-11-30,tabasco,974,64,32,3
2024-11-30,baja california sur,457,30,10,3
2024-11-30,sonora,1866,80,34,4
2024-12-01,tlaxcala,493,23,9,3
2024-12-01,michoacán,2280,118,58,13
2024-12-01,yucatán,2602,158,61,10
2024-12-01,guerrero,1207,58,27,11
2024-12-01,tamaulipas,2287,116,45,9
2024-12-01,san luis potosí,1083,59,25,5
2024-12-01,sinaloa,4724,241,119,17
2024-12-01,zacatecas,772,34,27,8
2024-12-01,morelos,1577,80,46,6
2024-12-01,coahuila,2507,129,75,14
2024-12-01,jalisco,9947,595,313,65
2024-12-01,aguascalientes,914,52,35,7
2024-12-01,nuevo león,11978,612,268,40
2024-12-01,chihuahua,3629,183,109,13
2024-12-01,quintana roo,2827,163,84,14
2024-12-01,méxico,8009,424,223,51
2024-12-01,puebla,2274,116,62,13
2024-12-01,hidalgo,1071,52,46,6
2024-12-01,querétaro,4517,248,105,27
2024-12-01,oaxaca,830,53,23,5
2024-12-01,nayarit,487,24,10,3
2024-12-01,durango,744,30,17,1
2024-12-01,colima,487,22,17,2
2024-12-01,baja california,3660,177,94,11
2024-12-01,mexico city,28282,1507,746,147
2024-12-01,chiapas,2052,105,65,17
2024-12-01,guanajuato,2748,115,68,19
2024-12-01,veracruz,4488,194,106,15
2024-12-01,campeche,564,41,20,6
2024-12-01,tabasco,1398,73,43,5
2024-12-01,baja california sur,657,53,15,1
2024-12-01,sonora,2517,118,49,6
2024-12-02,tlaxcala,510,22,17,3
2024-12-02,michoacán,2535,139,91,16
2024-12-02,yucatán,2900,161,98,10
2024-12-02,guerrero,1298,67,39,1
2024-12-02,tamaulipas,2499,116,82,11
2024-12-02,san luis potosí,1300,55,34,5
2024-12-02,sinaloa,5393,310,190,34
2024-12-02,zacatecas,885,53,37,4
2024-12-02,morelos,1573,76,45,5
2024-12-02,coahuila,2647,150,103,17
2024-12-02,jalisco,11228,722,480,76
2024-12-02,aguascalientes,991,55,33,8
2024-12-02,nuevo león,13483,789,404,69
2024-12-02,chihuahua,3669,175,100,11
2024-12-02,quintana roo,2942,158,80,10
2024-12-02,méxico,8991,519,334,49
2024-12-02,puebla,2516,144,105,16
2024-12-02,hidalgo,1161,71,52,9
2024-12-02,querétaro,5313,264,151,28
2024-12-02,oaxaca,945,60,33,5
2024-12-02,nayarit,582,37,28,0
2024-12-02,durango,739,41,23,3
2024-12-02,colima,528,31,14,1
2024-12-02,baja california,3991,203,127,17
2024-12-02,mexico city,33374,1953,1147,189
2024-12-02,chiapas,2387,127,75,6
2024-12-02,guanajuato,3179,162,107,14
2024-12-02,veracruz,4579,226,126,23
2024-12-02,campeche,601,30,18,2
2024-12-02,tabasco,1489,79,66,15
2024-12-02,baja california sur,690,26,14,3
2024-12-02,sonora,2679,116,81,11
2024-12-03,tlaxcala,416,28,12,1
2024-12-03,michoacán,2162,132,69,8
2024-12-03,yucatán,2911,173,84,10
2024-12-03,guerrero,1106,66,42,6
2024-12-03,tamaulipas,2297,118,48,7
2024-12-03,san luis potosí,1206,71,26,3
2024-12-03,sinaloa,5193,289,128,21
2024-12-03,zacatecas,804,42,22,6
2024-12-03,morelos,1476,65,34,4
2024-12-03,coahuila,2368,125,66,5
2024-12-03,jalisco,10351,651,342,55
2024-12-03,aguascalientes,947,54,30,8
2024-12-03,nuevo león,12296,692,331,53
2024-12-03,chihuahua,3425,187,87,18
2024-12-03,quintana roo,2943,187,96,18
2024-12-03,méxico,8582,509,260,43
2024-12-03,puebla,2211,110,63,8
2024-12-03,hidalgo,955,59,34,6
2024-12-03,querétaro,4944,277,128,25
2024-12-03,oaxaca,955,54,23,3
2024-12-03,nayarit,534,38,24,4
2024-12-03,durango,711,38,17,0
2024-12-03,colima,417,22,11,1
2024-12-03,baja california,3629,214,108,17
2024-12-03,mexico city,31939,1912,881,151
2024-12-03,chiapas,2171,117,59,9
2024-12-03,guanajuato,2774,147,59,11
2024-12-03,veracruz,4254,236,78,11
2024-12-03,campeche,558,45,17,2
2024-12-03,tabasco,1364,93,47,2
2024-12-03,baja california sur,616,36,11,0
2024-12-03,sonora,2417,127,56,10
2024-12-04,tlaxcala,429,19,7,1
2024-12-04,michoacán,2317,135,87,9
2024-12-04,yucatán,2859,239,121,32
2024-12-04,guerrero,1171,68,38,4
2024-12-04,tamaulipas,2236,105,58,11
2024-12-04,san luis potosí,1117,65,42,5
2024-12-04,sinaloa,5100,331,163,33
2024-12-04,zacatecas,730,36,18,1
2024-12-04,morelos,1558,96,54,10
2024-12-04,coahuila,2324,131,66,14
2024-12-04,jalisco,10469,732,365,65
2024-12-04,aguascalientes,989,62,31,9
2024-12-04,nuevo león,12044,739,373,67
2024-12-04,chihuahua,3541,206,97,19
2024-12-04,quintana roo,2869,174,87,17
2024-12-04,méxico,10252,658,298,50
2024-12-04,puebla,2354,129,53,10
2024-12-04,hidalgo,1008,64,38,10
2024-12-04,querétaro,5034,295,117,21
2024-12-04,oaxaca,893,58,28,6
2024-12-04,nayarit,539,27,18,2
2024-12-04,durango,718,25,20,2
2024-12-04,colima,489,34,16,3
2024-12-04,baja california,3894,213,108,13
2024-12-04,mexico city,31389,2038,946,179
2024-12-04,chiapas,1995,124,71,11
2024-12-04,guanajuato,2644,160,85,13
2024-12-04,veracruz,4233,246,120,20
2024-12-04,campeche,558,32,14,1
2024-12-04,tabasco,1392,94,45,8
2024-12-04,baja california sur,651,38,17,3
2024-12-04,sonora,2459,119,58,8
2024-12-05,tlaxcala,507,34,12,1
2024-12-05,michoacán,2354,147,70,8
2024-12-05,yucatán,3327,226,123,23
2024-12-05,guerrero,1252,66,36,10
2024-12-05,tamaulipas,2737,148,71,11
2024-12-05,san luis potosí,1300,79,48,10
2024-12-05,sinaloa,5536,330,148,19
2024-12-05,zacatecas,750,35,24,5
2024-12-05,morelos,1702,92,35,5
2024-12-05,coahuila,2689,138,73,10
2024-12-05,jalisco,10980,654,312,56
2024-12-05,aguascalientes,1187,65,43,3
2024-12-05,nuevo león,13729,752,387,60
2024-12-05,chihuahua,3887,209,106,17
2024-12-05,quintana roo,3319,197,94,7
2024-12-05,méxico,10781,621,308,52
2024-12-05,puebla,2450,137,87,13
2024-12-05,hidalgo,1073,48,22,0
2024-12-05,querétaro,5337,300,167,24
2024-12-05,oaxaca,993,48,24,4
2024-12-05,nayarit,583,45,27,3
2024-12-05,durango,762,46,25,1
2024-12-05,colima,545,41,16,3
2024-12-05,baja california,4142,198,117,12
2024-12-05,mexico city,30206,1713,804,136
2024-12-05,chiapas,2126,127,78,15
2024-12-05,guanajuato,2925,163,86,15
2024-12-05,veracruz,4813,255,126,21
2024-12-05,campeche,646,39,33,5
2024-12-05,tabasco,1492,75,40,2
2024-12-05,baja california sur,781,48,23,3
2024-12-05,sonora,2836,142,76,9
2024-12-06,tlaxcala,423,25,16,5
2024-12-06,michoacán,2153,129,74,16
2024-12-06,yucatán,2933,136,72,14
2024-12-06,guerrero,1252,67,35,8
2024-12-06,tamaulipas,2439,123,62,8
2024-12-06,san luis potosí,1070,43,30,2
2024-12-06,sinaloa,5062,250,108,17
2024-12-06,zacatecas,652,35,13,3
2024-12-06,morelos,1377,62,33,7
2024-12-06,coahuila,2416,101,52,4
2024-12-06,jalisco,9239,545,297,47
2024-12-06,aguascalientes,1050,69,41,6
2024-12-06,nuevo león,12764,552,284,54
2024-12-06,chihuahua,3573,178,100,14
2024-12-06,quintana roo,2828,132,72,10
2024-12-06,méxico,9569,464,256,42
2024-12-06,puebla,2132,106,74,13
2024-12-06,hidalgo,984,48,22,4
2024-12-06,querétaro,4762,227,119,22
2024-12-06,oaxaca,832,49,25,1
2024-12-06,nayarit,508,28,16,5
2024-12-06,durango,721,36,19,4
2024-12-06,colima,453,27,16,3
2024-12-06,baja california,3774,180,92,8
2024-12-06,mexico city,26290,1390,674,114
2024-12-06,chiapas,1894,92,43,4
2024-12-06,guanajuato,2448,122,49,9
2024-12-06,veracruz,4279,199,96,13
2024-12-06,campeche,599,29,11,3
2024-12-06,tabasco,1344,72,44,4
2024-12-06,baja california sur,684,36,21,2
2024-12-06,sonora,2549,101,47,8
2024-12-07,tlaxcala,443,17,7,0
2024-12-07,michoacán,1858,93,37,5
2024-12-07,yucatán,2567,126,66,10
2024-12-07,guerrero,1137,51,25,2
2024-12-07,tamaulipas,2223,96,54,11
2024-12-07,san luis potosí,1013,56,19,4
2024-12-07,sinaloa,4418,241,106,15
2024-12-07,zacatecas,551,22,10,3
2024-12-07,morelos,1307,52,24,2
2024-12-07,coahuila,2202,107,43,10
2024-12-07,jalisco,8748,498,239,33
2024-12-07,aguascalientes,1045,51,36,6
2024-12-07,nuevo león,11201,573,250,48
2024-12-07,chihuahua,3293,171,80,11
2024-12-07,quintana roo,2593,125,66,3
2024-12-07,méxico,9086,435,240,37
2024-12-07,puebla,1935,104,59,9
2024-12-07,hidalgo,882,44,18,1
2024-12-07,querétaro,4362,213,102,13
2024-12-07,oaxaca,789,46,27,5
2024-12-07,nayarit,481,28,18,6
2024-12-07,durango,650,33,22,3
2024-12-07,colima,454,25,17,3
2024-12-07,baja california,3468,177,92,23
2024-12-07,mexico city,24509,1354,603,111
2024-12-07,chiapas,1828,91,50,5
2024-12-07,guanajuato,2404,132,64,12
2024-12-07,veracruz,3942,197,88,9
2024-12-07,campeche,479,32,14,1
2024-12-07,tabasco,1225,78,52,4
2024-12-07,baja california sur,612,42,26,3
2024-12-07,sonora,2174,109,48,8
2024-12-08,tlaxcala,460,22,8,4
2024-12-08,michoacán,1795,89,44,11
2024-12-08,yucatán,2442,117,61,12
2024-12-08,guerrero,929,40,16,0
2024-12-08,tamaulipas,1963,90,36,4
2024-12-08,san luis potosí,909,53,26,4
2024-12-08,sinaloa,4204,211,78,10
2024-12-08,zacatecas,542,31,11,2
2024-12-08,morelos,1312,58,52,8
2024-12-08,coahuila,2147,110,76,3
2024-12-08,jalisco,8251,504,262,44
2024-12-08,aguascalientes,955,42,31,2
2024-12-08,nuevo león,10649,575,271,45
2024-12-08,chihuahua,3063,156,68,9
2024-12-08,quintana roo,2445,122,65,7
2024-12-08,méxico,9172,512,276,51
2024-12-08,puebla,1843,107,61,12
2024-12-08,hidalgo,843,39,30,6
2024-12-08,querétaro,3997,192,113,22
2024-12-08,oaxaca,768,49,24,7
2024-12-08,nayarit,409,23,13,1
2024-12-08,durango,641,32,16,4
2024-12-08,colima,408,22,17,3
2024-12-08,baja california,2892,144,82,10
2024-12-08,mexico city,23955,1434,627,129
2024-12-08,chiapas,1631,118,65,13
2024-12-08,guanajuato,2408,120,68,11
2024-12-08,veracruz,3651,200,108,17
2024-12-08,campeche,519,32,25,5
2024-12-08,tabasco,1116,63,39,6
2024-12-08,baja california sur,516,44,22,4
2024-12-08,sonora,2040,119,45,5
2024-12-09,tlaxcala,434,17,8,1
2024-12-09,michoacán,2255,107,54,9
2024-12-09,yucatán,2917,151,59,12
2024-12-09,guerrero,1132,48,37,3
2024-12-09,tamaulipas,2541,115,84,15
2024-12-09,san luis potosí,1242,96,47,9
2024-12-09,sinaloa,5438,265,128,18
2024-12-09,zacatecas,661,35,24,1
2024-12-09,morelos,1438,83,46,7
2024-12-09,coahuila,2498,124,64,5
2024-12-09,jalisco,10703,612,309,66
2024-12-09,aguascalientes,1159,55,32,5
2024-12-09,nuevo león,12617,656,354,37
2024-12-09,chihuahua,3984,195,103,13
2024-12-09,quintana roo,2889,128,72,9
2024-12-09,méxico,10824,613,309,56
2024-12-09,puebla,2237,117,45,2
2024-12-09,hidalgo,1019,65,27,2
2024-12-09,querétaro,5060,278,137,27
2024-12-09,oaxaca,959,55,32,1
2024-12-09,nayarit,584,22,16,2
2024-12-09,durango,739,40,12,1
2024-12-09,colima,494,22,7,3
2024-12-09,baja california,4089,212,111,16
2024-12-09,mexico city,30358,1827,803,158
2024-12-09,chiapas,2094,102,52,5
2024-12-09,guanajuato,2797,127,68,14
2024-12-09,veracruz,4354,217,106,12
2024-12-09,campeche,590,25,8,2
2024-12-09,tabasco,1462,94,39,8
2024-12-09,baja california sur,728,34,17,1
2024-12-09,sonora,2786,143,66,13
2024-12-10,tlaxcala,420,21,11,2
2024-12-10,michoacán,2125,90,56,5
2024-12-10,yucatán,2821,158,67,4
2024-12-10,guerrero,1062,43,26,2
2024-12-10,tamaulipas,2166,115,68,7
2024-12-10,san luis potosí,1051,58,35,9
2024-12-10,sinaloa,5093,254,116,20
2024-12-10,zacatecas,675,31,18,2
2024-12-10,morelos,1369,67,38,0
2024-12-10,coahuila,2264,101,55,4
2024-12-10,jalisco,9933,565,270,46
2024-12-10,aguascalientes,1017,61,30,3
2024-12-10,nuevo león,11415,587,295,54
2024-12-10,chihuahua,3723,187,96,14
2024-12-10,quintana roo,2752,149,94,10
2024-12-10,méxico,10336,619,306,52
2024-12-10,puebla,2175,119,69,9
2024-12-10,hidalgo,971,60,31,2
2024-12-10,querétaro,4794,268,124,18
2024-12-10,oaxaca,811,30,10,2
2024-12-10,nayarit,471,23,13,2
2024-12-10,durango,711,35,21,3
2024-12-10,colima,457,18,6,0
2024-12-10,baja california,3628,173,96,9
2024-12-10,mexico city,28434,1630,779,132
2024-12-10,chiapas,2013,114,46,5
2024-12-10,guanajuato,2572,138,80,11
2024-12-10,veracruz,4088,190,88,12
2024-12-10,campeche,505,28,16,2
2024-12-10,tabasco,1363,66,45,6
2024-12-10,baja california sur,608,36,17,2
2024-12-10,sonora,2513,137,72,8
2024-12-11,tlaxcala,398,21,10,1
2024-12-11,michoacán,1840,110,64,7
2024-12-11,yucatán,2578,145,73,10
2024-12-11,guerrero,910,46,23,1
2024-12-11,tamaulipas,1976,95,64,9
2024-12-11,san luis potosí,932,40,20,2
2024-12-11,sinaloa,4551,221,112,19
2024-12-11,zacatecas,525,26,16,1
2024-12-11,morelos,1175,44,25,2
2024-12-11,coahuila,2059,112,70,18
2024-12-11,jalisco,8583,529,272,34
2024-12-11,aguascalientes,869,54,36,5
2024-12-11,nuevo león,9810,531,293,48
2024-12-11,chihuahua,3288,166,85,10
2024-12-11,quintana roo,2603,134,71,9
2024-12-11,méxico,9101,469,262,43
2024-12-11,puebla,1992,106,66,6
2024-12-11,hidalgo,925,56,18,2
2024-12-11,querétaro,4304,217,101,16
2024-12-11,oaxaca,797,45,29,6
2024-12-11,nayarit,425,25,13,4
2024-12-11,durango,581,41,28,6
2024-12-11,colima,404,18,13,5
2024-12-11,baja california,3329,184,111,13
2024-12-11,mexico city,25575,1487,711,117
2024-12-11,chiapas,1835,95,45,7
2024-12-11,guanajuato,2396,131,87,11
2024-12-11,veracruz,3920,189,100,14
2024-12-11,campeche,499,24,13,2
2024-12-11,tabasco,1260,52,22,4
2024-12-11,baja california sur,547,36,24,4
2024-12-11,sonora,2174,120,59,5
2024-12-12,tlaxcala,430,13,5,1
2024-12-12,michoacán,1992,97,51,11
2024-12-12,yucatán,2616,125,86,9
2024-12-12,guerrero,1087,49,28,6
2024-12-12,tamaulipas,2199,135,70,10
2024-12-12,san luis potosí,1040,63,36,10
2024-12-12,sinaloa,4688,203,104,16
2024-12-12,zacatecas,565,24,12,3
2024-12-12,morelos,1499,63,41,2
2024-12-12,coahuila,2220,94,62,11
2024-12-12,jalisco,9347,520,249,42
2024-12-12,aguascalientes,993,53,23,4
2024-12-12,nuevo león,10707,552,302,43
2024-12-12,chihuahua,3672,178,99,9
2024-12-12,quintana roo,2640,140,100,14
2024-12-12,méxico,10286,485,266,49
2024-12-12,puebla,2226,121,68,6
2024-12-12,hidalgo,909,40,23,3
2024-12-12,querétaro,4863,237,95,9
2024-12-12,oaxaca,823,40,18,5
2024-12-12,nayarit,514,39,18,1
2024-12-12,durango,687,36,21,4
2024-12-12,colima,411,26,12,3
2024-12-12,baja california,3476,173,100,16
2024-12-12,mexico city,28224,1474,693,119
2024-12-12,chiapas,2054,100,66,6
2024-12-12,guanajuato,2673,123,71,16
2024-12-12,veracruz,4051,206,98,20
2024-12-12,campeche,556,31,12,1
2024-12-12,tabasco,1369,65,31,4
2024-12-12,baja california sur,626,32,14,2
2024-12-12,sonora,2418,118,50,8
2024-12-13,tlaxcala,447,23,14,3
2024-12-13,michoacán,2148,135,88,11
2024-12-13,yucatán,2816,158,94,6
2024-12-13,guerrero,1122,76,38,3
2024-12-13,tamaulipas,2313,123,82,9
2024-12-13,san luis potosí,1139,74,38,6
2024-12-13,sinaloa,5477,302,173,18
2024-12-13,zacatecas,637,30,25,3
2024-12-13,morelos,1508,96,53,9
2024-12-13,coahuila,2323,111,64,4
2024-12-13,jalisco,10008,599,387,40
2024-12-13,aguascalientes,1046,60,29,5
2024-12-13,nuevo león,11553,708,401,58
2024-12-13,chihuahua,3718,212,124,14
2024-12-13,quintana roo,2909,175,101,14
2024-12-13,méxico,10424,591,393,50
2024-12-13,puebla,2403,150,91,12
2024-12-13,hidalgo,989,48,30,4
2024-12-13,querétaro,5273,271,165,22
2024-12-13,oaxaca,945,53,30,3
2024-12-13,nayarit,515,41,29,4
2024-12-13,durango,666,37,23,2
2024-12-13,colima,454,26,20,3
2024-12-13,baja california,4144,220,124,14
2024-12-13,mexico city,29205,1761,1024,140
2024-12-13,chiapas,2260,139,70,1
2024-12-13,guanajuato,2736,152,85,14
2024-12-13,veracruz,4151,241,133,14
2024-12-13,campeche,565,34,18,3
2024-12-13,tabasco,1430,75,45,3
2024-12-13,baja california sur,639,39,13,0
2024-12-13,sonora,2669,194,87,5
2024-12-14,tlaxcala,382,18,8,2
2024-12-14,michoacán,1774,104,68,9
2024-12-14,yucatán,2233,145,96,15
2024-12-14,guerrero,996,44,25,3
2024-12-14,tamaulipas,1854,97,64,8
2024-12-14,san luis potosí,932,47,30,7
2024-12-14,sinaloa,4378,236,125,10
2024-12-14,zacatecas,511,28,17,1
2024-12-14,morelos,1272,80,45,7
2024-12-14,coahuila,1996,110,65,8
2024-12-14,jalisco,8162,522,300,33
2024-12-14,aguascalientes,857,58,38,5
2024-12-14,nuevo león,9516,569,316,41
2024-12-14,chihuahua,3038,178,107,8
2024-12-14,quintana roo,2356,137,81,7
2024-12-14,méxico,8539,541,327,36
2024-12-14,puebla,1932,103,76,9
2024-12-14,hidalgo,806,46,24,2
2024-12-14,querétaro,4174,220,129,12
2024-12-14,oaxaca,729,32,19,3
2024-12-14,nayarit,428,31,18,4
2024-12-14,durango,582,23,14,1
2024-12-14,colima,375,23,14,4
2024-12-14,baja california,3367,185,121,13
2024-12-14,mexico city,23171,1483,877,120
2024-12-14,chiapas,1818,89,64,4
2024-12-14,guanajuato,2250,127,70,6
2024-12-14,veracruz,3468,202,125,12
2024-12-14,campeche,450,24,13,0
2024-12-14,tabasco,1158,67,36,5
2024-12-14,baja california sur,525,28,12,1
2024-12-14,sonora,2231,147,73,7
2024-12-15,tlaxcala,416,30,18,1
2024-12-15,michoacán,2080,106,62,10
2024-12-15,yucatán,2532,147,84,10
2024-12-15,guerrero,1076,53,28,5
2024-12-15,tamaulipas,2230,109,60,13
2024-12-15,san luis potosí,1101,69,37,3
2024-12-15,sinaloa,4682,247,136,13
2024-12-15,zacatecas,588,21,18,1
2024-12-15,morelos,1385,84,48,5
2024-12-15,coahuila,2366,114,62,6
2024-12-15,jalisco,9011,581,338,55
2024-12-15,aguascalientes,1010,59,43,9
2024-12-15,nuevo león,10655,576,364,61
2024-12-15,chihuahua,3616,153,88,11
2024-12-15,quintana roo,2534,145,81,8
2024-12-15,méxico,9726,597,343,47
2024-12-15,puebla,2249,123,68,6
2024-12-15,hidalgo,927,51,35,9
2024-12-15,querétaro,4566,247,145,25
2024-12-15,oaxaca,901,56,36,3
2024-12-15,nayarit,486,28,16,1
2024-12-15,durango,724,35,15,2
2024-12-15,colima,431,34,18,3
2024-12-15,baja california,3768,174,105,7
2024-12-15,mexico city,25944,1507,784,123
2024-12-15,chiapas,1891,115,65,4
2024-12-15,guanajuato,2582,132,74,15
2024-12-15,veracruz,4091,211,90,14
2024-12-15,campeche,563,36,19,3
2024-12-15,tabasco,1265,63,40,4
2024-12-15,baja california sur,594,32,16,2
2024-12-15,sonora,2274,125,52,3
2024-12-16,tlaxcala,415,12,8,1
2024-12-16,michoacán,2245,101,56,8
2024-12-16,yucatán,2806,116,75,8
2024-12-16,guerrero,1227,60,29,3
2024-12-16,tamaulipas,2661,116,65,7
2024-12-16,san luis potosí,1274,45,25,4
2024-12-16,sinaloa,5782,239,131,20
2024-12-16,zacatecas,634,29,9,1
2024-12-16,morelos,1487,63,32,5
2024-12-16,coahuila,2778,108,70,3
2024-12-16,jalisco,10635,520,307,49
2024-12-16,aguascalientes,1155,47,26,4
2024-12-16,nuevo león,13161,585,290,34
2024-12-16,chihuahua,4382,163,84,12
2024-12-16,quintana roo,2936,132,77,11
2024-12-16,méxico,10659,427,246,27
2024-12-16,puebla,2381,95,57,7
2024-12-16,hidalgo,1061,51,27,4
2024-12-16,querétaro,5156,188,92,9
2024-12-16,oaxaca,903,39,23,3
2024-12-16,nayarit,546,31,10,0
2024-12-16,durango,768,31,16,5
2024-12-16,colima,514,25,16,1
2024-12-16,baja california,4628,197,97,12
2024-12-16,mexico city,29988,1374,733,112
2024-12-16,chiapas,2160,91,41,4
2024-12-16,guanajuato,2923,120,70,13
2024-12-16,veracruz,4433,180,83,14
2024-12-16,campeche,615,35,21,4
2024-12-16,tabasco,1421,69,36,6
2024-12-16,baja california sur,718,33,18,1
2024-12-16,sonora,2817,113,52,3
2024-12-17,tlaxcala,428,25,13,2
2024-12-17,michoacán,1969,95,42,2
2024-12-17,yucatán,2651,113,66,11
2024-12-17,guerrero,1110,34,19,2
2024-12-17,tamaulipas,2313,94,48,5
2024-12-17,san luis potosí,1122,44,30,8
2024-12-17,sinaloa,5342,207,117,16
2024-12-17,zacatecas,666,35,14,2
2024-12-17,morelos,1265,49,26,6
2024-12-17,coahuila,2360,122,58,5
2024-12-17,jalisco,9386,470,234,26
2024-12-17,aguascalientes,968,43,19,1
2024-12-17,nuevo león,11646,540,279,30
2024-12-17,chihuahua,3918,160,96,10
2024-12-17,quintana roo,2530,113,61,5
2024-12-17,méxico,9479,506,286,39
2024-12-17,puebla,2147,106,51,9
2024-12-17,hidalgo,925,51,25,4
2024-12-17,querétaro,4975,239,112,19
2024-12-17,oaxaca,771,25,16,3
2024-12-17,nayarit,490,28,22,7
2024-12-17,durango,775,27,25,3
2024-12-17,colima,417,27,11,2
2024-12-17,baja california,4041,185,87,11
2024-12-17,mexico city,26714,1366,642,101
2024-12-17,chiapas,2198,92,60,4
2024-12-17,guanajuato,2591,109,63,7
2024-12-17,veracruz,4126,177,98,12
2024-12-17,campeche,536,24,7,1
2024-12-17,tabasco,1292,63,36,5
2024-12-17,baja california sur,599,28,13,3
2024-12-17,sonora,2539,117,55,4
2024-12-18,tlaxcala,349,14,9,2
2024-12-18,michoacán,1903,88,48,5
2024-12-18,yucatán,2378,102,58,5
2024-12-18,guerrero,906,51,20,3
2024-12-18,tamaulipas,2632,118,63,10
2024-12-18,san luis potosí,1051,32,24,3
2024-12-18,sinaloa,4505,229,111,14
2024-12-18,zacatecas,668,38,25,2
2024-12-18,morelos,1178,46,22,5
2024-12-18,coahuila,2114,91,55,7
2024-12-18,jalisco,7508,393,196,25
2024-12-18,aguascalientes,716,35,22,3
2024-12-18,nuevo león,10075,453,237,30
2024-12-18,chihuahua,2885,115,61,7
2024-12-18,quintana roo,2253,112,72,6
2024-12-18,méxico,8818,420,223,23
2024-12-18,puebla,1916,86,54,4
2024-12-18,hidalgo,789,35,18,5
2024-12-18,querétaro,2448,120,66,12
2024-12-18,oaxaca,666,24,15,1
2024-12-18,nayarit,441,18,14,3
2024-12-18,durango,1488,48,23,5
2024-12-18,colima,395,26,15,1
2024-12-18,baja california,3624,141,92,15
2024-12-18,mexico city,25434,1502,952,110
2024-12-18,chiapas,1816,84,51,7
2024-12-18,guanajuato,4251,175,115,13
2024-12-18,veracruz,3794,148,83,16
2024-12-18,campeche,464,33,11,3
2024-12-18,tabasco,1287,60,30,1
2024-12-18,baja california sur,529,22,12,1
2024-12-18,sonora,2169,88,53,4
2024-12-19,tlaxcala,383,22,14,6
2024-12-19,michoacán,1861,83,44,10
2024-12-19,yucatán,2425,120,70,10
2024-12-19,guerrero,931,44,17,3
2024-12-19,tamaulipas,2879,103,59,6
2024-12-19,san luis potosí,1168,54,29,3
2024-12-19,sinaloa,4497,190,106,10
2024-12-19,zacatecas,671,32,18,5
2024-12-19,morelos,1286,39,24,5
2024-12-19,coahuila,2035,70,39,2
2024-12-19,jalisco,7731,401,232,22
2024-12-19,aguascalientes,806,37,15,1
2024-12-19,nuevo león,10692,439,228,19
2024-12-19,chihuahua,2717,106,47,6
2024-12-19,quintana roo,2230,100,51,5
2024-12-19,méxico,9558,425,216,25
2024-12-19,puebla,2013,95,58,8
2024-12-19,hidalgo,900,48,28,3
2024-12-19,querétaro,2105,93,46,5
2024-12-19,oaxaca,825,38,21,2
2024-12-19,nayarit,456,24,13,1
2024-12-19,durango,1618,58,29,2
2024-12-19,colima,477,15,9,1
2024-12-19,baja california,3700,154,72,11
2024-12-19,mexico city,27637,1746,1014,87
2024-12-19,chiapas,1805,76,40,5
2024-12-19,guanajuato,4963,180,83,12
2024-12-19,veracruz,4147,158,75,18
2024-12-19,campeche,493,18,12,0
2024-12-19,tabasco,1357,69,27,2
2024-12-19,baja california sur,548,23,14,3
2024-12-19,sonora,2226,85,52,5
2024-12-20,tlaxcala,423,12,7,1
2024-12-20,michoacán,1910,95,47,9
2024-12-20,yucatán,2434,106,55,6
2024-12-20,guerrero,997,53,25,3
2024-12-20,tamaulipas,2917,102,48,6
2024-12-20,san luis potosí,1219,51,27,5
2024-12-20,sinaloa,4826,203,98,11
2024-12-20,zacatecas,775,37,15,1
2024-12-20,morelos,1295,48,23,2
2024-12-20,coahuila,2167,82,52,5
2024-12-20,jalisco,7720,423,221,27
2024-12-20,aguascalientes,838,40,16,1
2024-12-20,nuevo león,11124,480,239,17
2024-12-20,chihuahua,2679,106,51,4
2024-12-20,quintana roo,2411,93,44,4
2024-12-20,méxico,9507,455,232,26
2024-12-20,puebla,2074,104,57,5
2024-12-20,hidalgo,865,43,26,5
2024-12-20,querétaro,2055,109,47,5
2024-12-20,oaxaca,786,34,13,2
2024-12-20,nayarit,474,29,13,2
2024-12-20,durango,1606,69,37,3
2024-12-20,colima,461,21,6,3
2024-12-20,baja california,3995,180,98,13
2024-12-20,mexico city,27556,1344,675,88
2024-12-20,chiapas,1943,87,56,4
2024-12-20,guanajuato,5232,211,95,11
